Order_ID,Platform,Order_Date,Order_Time,City,Zone,Restaurant_Name,Cuisine,Order_Value_INR,Distance_km,Prep_Time_min,Expected_Time_min,Delivery_Time_min,Delay_min,Delivery_Status,Traffic_Level,Weather,Rider_Availability,Customer_Rating,Cancellation,Payment_Method
OD0003677,Zomato,23-07-2025,12:35,Lucknow,Mahanagar,Lucknow Treats,Desserts,270,5.53,9,51,55,4,On-time,Medium,Rainy,Low,4.3,No,UPI
OD0003678,Zomato,18-02-2025,22:00,Pune,Baner,Pune Treats,North Indian,293,4.75,24,46,45,-1,On-time,Low,Cloudy,High,4.2,No,UPI
OD0003679,Zomato,20-03-2025,14:50,Lucknow,Gomti Nagar,Lucknow Express,Cafe,301,4.81,15,39,50,11,Late,Low,Cloudy,Medium,3.9,No,Cash
OD0003680,Swiggy,29-08-2025,12:20,Delhi NCR,Central Delhi,Delhi Express,Burger,325,5.78,16,48,44,-4,On-time,Medium,Clear,High,4,No,UPI
OD0003681,Zomato,15-12-2025,21:00,Mumbai,Bandra,Mumbai Tandoor,South Indian,341,8.8,15,65,73,8,Late,Medium,Clear,Medium,3.8,No,UPI
OD0003682,Zomato,03-06-2025,12:55,Mumbai,Powai,Mumbai Wok,North Indian,337,5.8,16,50,51,1,On-time,Medium,Clear,Medium,4.2,No,UPI
OD0003683,Swiggy,01-10-2025,13:40,Delhi NCR,Central Delhi,Delhi Bites,Burger,217,7.78,12,53,57,4,On-time,Medium,Clear,High,3.7,No,Card
OD0003684,Zomato,06-04-2025,22:10,Mumbai,Andheri,Mumbai Spice Hub,Desserts,282,2.48,9,22,13,-9,On-time,Low,Clear,Low,4.4,No,Card
OD0003685,Swiggy,02-08-2025,13:20,Kolkata,Howrah,Kolkata Spice Hub,Street Food,99,3.72,11,30,30,0,On-time,Low,Cloudy,Medium,5,No,Card
OD0003686,Zomato,21-10-2025,19:35,Mumbai,South Mumbai,Mumbai Wok,Burger,203,4.83,15,52,61,9,Late,Medium,Rainy,Medium,4,No,UPI
OD0003687,Swiggy,28-07-2025,20:05,Hyderabad,Hitech City,Hyderabad Bites,Desserts,114,7.49,6,40,45,5,On-time,Low,Clear,Medium,4.1,No,UPI
OD0003688,Zomato,09-12-2025,13:45,Jaipur,Jagatpura,Jaipur Kitchen,Burger,273,1.22,18,34,32,-2,On-time,High,Clear,Medium,4.3,No,Card
OD0003689,Zomato,29-03-2025,11:15,Kolkata,Ballygunge,Kolkata Tandoor,Healthy,323,10.84,12,72,82,10,Late,Low,Rainy,Medium,3.5,No,Cash
OD0003690,Swiggy,02-11-2025,15:00,Bengaluru,Koramangala,Bengaluru Tandoor,South Indian,387,4.8,21,49,48,-1,On-time,Medium,Clear,High,4.5,No,UPI
OD0003691,Swiggy,21-09-2025,22:30,Bengaluru,HSR Layout,Bengaluru Kitchen,Cafe,197,7.16,15,45,51,6,Late,Low,Clear,High,3.9,No,UPI
OD0003692,Zomato,21-11-2025,12:20,Hyderabad,Madhapur,Hyderabad Bites,Cafe,377,4.77,14,34,32,-2,On-time,Low,Clear,High,4.3,No,Card
OD0003693,Swiggy,16-11-2025,13:15,Mumbai,Thane,Mumbai Delight,Cafe,216,3.17,17,42,43,1,On-time,High,Clear,High,4.3,No,UPI
OD0003694,Zomato,06-06-2025,21:45,Chennai,T Nagar,Chennai Spice Hub,Desserts,272,8.23,15,67,70,3,On-time,Medium,Clear,Low,3.6,No,UPI
OD0003695,Swiggy,05-06-2025,19:30,Bengaluru,Whitefield,Bengaluru Treats,Cafe,297,4.41,13,50,49,-1,On-time,Medium,Rainy,Low,4.4,No,UPI
OD0003696,Zomato,19-05-2025,12:10,Ahmedabad,Maninagar,Ahmedabad Grill House,North Indian,360,3.35,22,38,51,13,Late,Low,Cloudy,High,3.9,Yes,Wallet
OD0003697,Zomato,01-05-2025,13:10,Pune,Viman Nagar,Pune Express,Chinese,244,5.57,17,40,43,3,On-time,Low,Clear,High,4.1,No,Card
OD0003698,Zomato,06-03-2025,20:35,Chennai,OMR,Chennai Bites,South Indian,348,5.99,16,51,49,-2,On-time,Medium,Clear,Medium,4.2,No,UPI
OD0003699,Zomato,17-04-2025,21:50,Bengaluru,Electronic City,Bengaluru Spice Hub,North Indian,324,5.47,17,52,48,-4,On-time,Medium,Cloudy,Medium,4.1,No,Cash
OD0003700,Swiggy,27-05-2025,15:25,Mumbai,Bandra,Mumbai Delight,Pizza,310,5.63,16,42,72,30,Late,Low,Clear,Medium,2.9,No,UPI
OD0003701,Zomato,17-05-2025,22:30,Pune,Baner,Pune Treats,North Indian,302,5.56,10,42,41,-1,On-time,Medium,Clear,Medium,4.2,No,UPI
OD0003702,Zomato,11-06-2025,19:35,Hyderabad,Banjara Hills,Hyderabad Grill House,Chinese,468,7.27,15,57,60,3,On-time,Medium,Clear,Medium,4.2,No,UPI
OD0003703,Zomato,10-04-2025,15:10,Mumbai,Bandra,Mumbai Grill House,Burger,157,4.91,15,45,52,7,Late,Medium,Clear,Medium,4.3,No,UPI
OD0003704,Zomato,04-12-2025,15:05,Mumbai,Andheri,Mumbai Tandoor,Burger,99,3.5,16,31,28,-3,On-time,Low,Clear,High,4.5,No,Wallet
OD0003705,Swiggy,03-11-2025,19:45,Mumbai,Thane,Mumbai Cafe,Chinese,286,6.24,12,53,51,-2,On-time,Medium,Rainy,High,4.2,No,UPI
OD0003706,Swiggy,21-05-2025,15:00,Pune,Baner,Pune Express,Biryani,391,0.8,24,38,46,8,Late,High,Clear,High,4,No,UPI
OD0003707,Swiggy,24-03-2025,19:10,Mumbai,Navi Mumbai,Mumbai Cafe,Desserts,465,6,7,40,34,-6,On-time,Medium,Clear,Medium,4.2,No,Cash
OD0003708,Swiggy,26-06-2025,22:20,Hyderabad,Gachibowli,Hyderabad Grill House,Burger,260,7.82,17,50,65,15,Late,Low,Clear,High,3.6,No,UPI
OD0003709,Swiggy,17-07-2025,13:25,Hyderabad,Kukatpally,Hyderabad Kitchen,South Indian,233,6.32,18,71,78,7,Late,Medium,Rainy,Low,3.6,No,UPI
OD0003710,Swiggy,22-04-2025,20:25,Chennai,Tambaram,Chennai Grill House,Cafe,215,1.62,9,22,20,-2,On-time,High,Clear,High,4.7,No,UPI
OD0003711,Zomato,25-02-2025,20:40,Jaipur,C Scheme,Jaipur Cafe,Burger,243,7.68,12,55,63,8,Late,Medium,Clear,Medium,3.5,No,Wallet
OD0003712,Zomato,28-06-2025,13:25,Ahmedabad,Satellite,Ahmedabad Treats,South Indian,262,3.7,12,38,38,0,On-time,Medium,Rainy,High,4.3,No,UPI
OD0003713,Zomato,05-07-2025,21:35,Hyderabad,Kukatpally,Hyderabad Kitchen,Desserts,278,5.2,12,39,36,-3,On-time,Low,Clear,Low,4.2,Yes,UPI
OD0003714,Zomato,06-08-2025,20:20,Delhi NCR,Gurgaon,Delhi Bites,Street Food,276,7.38,11,58,54,-4,On-time,High,Clear,High,4.3,No,UPI
OD0003715,Swiggy,12-11-2025,21:30,Bengaluru,Indiranagar,Bengaluru Cafe,Street Food,308,3.56,10,37,43,6,Late,Medium,Rainy,Medium,4,No,Wallet
OD0003716,Swiggy,05-08-2025,15:30,Chennai,Anna Nagar,Chennai Spice Hub,Biryani,333,5.08,21,48,46,-2,On-time,Low,Clear,Low,4.5,No,Cash
OD0003717,Zomato,30-04-2025,13:45,Chennai,T Nagar,Chennai Cafe,North Indian,427,2.19,23,38,39,1,On-time,Medium,Clear,High,4.4,Yes,UPI
OD0003718,Swiggy,24-06-2025,21:10,Kolkata,Park Street,Kolkata Kitchen,Street Food,332,4.43,11,31,46,15,Late,Low,Clear,Medium,3.9,No,Cash
OD0003719,Zomato,23-01-2025,21:45,Delhi NCR,Noida,Delhi Wok,Cafe,216,2.47,15,43,33,-10,On-time,High,Foggy,Medium,4,No,Cash
OD0003720,Zomato,01-08-2025,22:05,Kolkata,Garia,Kolkata Delight,Street Food,406,5.77,11,49,48,-1,On-time,Medium,Rainy,High,4.2,No,Card
OD0003721,Swiggy,23-08-2025,13:15,Mumbai,Bandra,Mumbai Delight,Healthy,340,1.9,11,25,31,6,Late,Medium,Cloudy,Medium,4.4,No,Card
OD0003722,Swiggy,13-01-2025,12:35,Pune,Wakad,Pune Tandoor,Pizza,395,4.62,27,58,51,-7,On-time,Medium,Clear,Medium,4.1,No,UPI
OD0003723,Swiggy,11-04-2025,23:25,Bengaluru,Electronic City,Bengaluru Treats,Chinese,448,3.67,13,40,37,-3,On-time,Medium,Rainy,High,4.2,No,Card
OD0003724,Swiggy,24-01-2025,20:05,Kolkata,New Town,Kolkata Bites,Biryani,419,3.37,19,35,35,0,On-time,Low,Clear,Medium,4.6,No,Card
OD0003725,Zomato,30-12-2025,13:55,Delhi NCR,Noida,Delhi Delight,Chinese,406,7,18,62,62,0,On-time,Medium,Cloudy,Medium,3.9,No,UPI
OD0003726,Zomato,11-01-2025,21:05,Bengaluru,Whitefield,Bengaluru Delight,Street Food,222,2.65,7,19,29,10,Late,Low,Clear,Medium,3.6,No,UPI
OD0003727,Zomato,30-09-2025,14:05,Kolkata,Ballygunge,Kolkata Tandoor,Healthy,453,3.71,7,27,31,4,On-time,Low,Cloudy,Low,4.1,No,UPI
OD0003728,Swiggy,08-10-2025,12:35,Mumbai,Bandra,Mumbai Grill House,Pizza,480,5.18,19,60,85,25,Late,High,Clear,Medium,3.4,No,Cash
OD0003729,Zomato,04-04-2025,19:10,Pune,Wakad,Pune Tandoor,Healthy,235,6.08,9,38,42,4,On-time,Low,Cloudy,Medium,3.9,Yes,Card
OD0003730,Zomato,20-07-2025,15:30,Chennai,Adyar,Chennai Tandoor,North Indian,271,1.19,21,35,34,-1,On-time,Medium,Clear,Low,4.1,No,UPI
OD0003731,Swiggy,21-01-2025,13:15,Chennai,Adyar,Chennai Spice Hub,Cafe,185,4.44,15,49,50,1,On-time,High,Clear,Medium,4.7,No,Cash
OD0003732,Swiggy,06-12-2025,15:50,Bengaluru,Indiranagar,Bengaluru Bites,Street Food,140,6.31,12,51,57,6,Late,Medium,Cloudy,Medium,4.1,No,Card
OD0003733,Swiggy,30-07-2025,13:55,Hyderabad,Hitech City,Hyderabad Kitchen,Chinese,468,8.13,18,62,64,2,On-time,Medium,Clear,High,4.2,No,Cash
OD0003734,Zomato,20-05-2025,13:05,Chennai,Velachery,Chennai Kitchen,North Indian,411,4.86,12,34,38,4,On-time,Low,Cloudy,High,3.8,No,UPI
OD0003735,Zomato,20-10-2025,19:15,Hyderabad,Hitech City,Hyderabad Bites,Chinese,268,2,16,36,38,2,On-time,Medium,Rainy,Medium,3.9,No,UPI
OD0003736,Zomato,25-10-2025,13:00,Kolkata,Salt Lake,Kolkata Grill House,South Indian,346,4.77,19,53,74,21,Late,Medium,Clear,Low,3.2,No,Card
OD0003737,Swiggy,11-04-2025,15:45,Bengaluru,Indiranagar,Bengaluru Bites,Desserts,265,3.84,8,28,20,-8,On-time,Medium,Clear,High,4.1,No,UPI
OD0003738,Zomato,31-10-2025,19:25,Mumbai,Navi Mumbai,Mumbai Wok,Street Food,173,5.48,17,50,47,-3,On-time,Low,Rainy,Medium,4.6,Yes,UPI
OD0003739,Swiggy,25-12-2025,15:15,Mumbai,Powai,Mumbai Cafe,Biryani,384,8.48,24,74,76,2,On-time,Medium,Cloudy,High,3.7,No,UPI
OD0003740,Swiggy,28-01-2025,22:40,Delhi NCR,West Delhi,Delhi Wok,Desserts,239,2.46,13,39,38,-1,On-time,High,Foggy,Medium,4.6,No,Card
OD0003741,Zomato,10-02-2025,13:05,Bengaluru,Koramangala,Bengaluru Grill House,Chinese,361,6.99,18,59,79,20,Late,Low,Rainy,Medium,3.1,No,UPI
OD0003742,Zomato,21-12-2025,15:05,Pune,Kothrud,Pune Cafe,Burger,219,6.61,17,47,44,-3,On-time,Low,Clear,Medium,4.3,No,UPI
OD0003743,Swiggy,30-10-2025,20:40,Pune,Baner,Pune Tandoor,Desserts,131,6.11,9,35,37,2,On-time,Low,Clear,High,3.9,No,UPI
OD0003744,Swiggy,26-05-2025,12:35,Mumbai,Andheri,Mumbai Wok,Desserts,99,5.32,14,43,46,3,On-time,Medium,Clear,High,4.8,No,UPI
OD0003745,Swiggy,13-09-2025,14:00,Lucknow,Hazratganj,Lucknow Spice Hub,Pizza,455,8.95,16,80,76,-4,On-time,High,Clear,Low,3.8,No,Wallet
OD0003746,Zomato,15-08-2025,14:20,Hyderabad,Secunderabad,Hyderabad Delight,Burger,271,7.38,10,43,43,0,On-time,Low,Clear,Medium,4.6,No,UPI
OD0003747,Zomato,24-08-2025,14:05,Jaipur,Mansarovar,Jaipur Bites,Chinese,506,3.63,16,51,56,5,On-time,High,Rainy,High,3.8,No,UPI
OD0003748,Swiggy,27-12-2025,13:20,Kolkata,Ballygunge,Kolkata Kitchen,Biryani,436,4.9,18,46,55,9,Late,Medium,Clear,High,4.3,No,UPI
OD0003749,Swiggy,13-01-2025,13:40,Pune,Baner,Pune Wok,Burger,242,2.63,10,25,31,6,Late,Medium,Clear,High,4.4,No,UPI
OD0003750,Zomato,29-07-2025,17:30,Delhi NCR,Noida,Delhi Tandoor,Chinese,327,7.58,18,55,70,15,Late,Low,Cloudy,Medium,3.5,No,Cash
OD0003751,Zomato,17-08-2025,19:45,Mumbai,Thane,Mumbai Tandoor,Desserts,315,4.89,8,36,33,-3,On-time,Medium,Clear,Medium,4.2,No,Wallet
OD0003752,Swiggy,10-04-2025,21:50,Delhi NCR,South Delhi,Delhi Tandoor,Chinese,295,0.95,18,35,37,2,On-time,High,Clear,Low,4.5,No,UPI
OD0003753,Zomato,31-01-2025,14:30,Kolkata,Garia,Kolkata Treats,Cafe,189,0.8,19,35,41,6,Late,High,Clear,Low,4,No,UPI
OD0003754,Swiggy,16-01-2025,14:00,Bengaluru,Indiranagar,Bengaluru Express,Biryani,244,3.68,20,47,60,13,Late,Medium,Cloudy,Medium,3.8,No,UPI
OD0003755,Zomato,17-05-2025,14:50,Pune,Wakad,Pune Cafe,South Indian,384,3.12,20,43,45,2,On-time,Medium,Cloudy,Medium,4.4,No,UPI
OD0003756,Swiggy,25-11-2025,09:15,Bengaluru,Electronic City,Bengaluru Cafe,Burger,373,3.91,14,32,33,1,On-time,Low,Clear,Medium,4.6,No,Card
OD0003757,Swiggy,15-06-2025,19:25,Ahmedabad,Bopal,Ahmedabad Grill House,Cafe,214,4.39,14,47,38,-9,On-time,High,Clear,Medium,4.4,No,UPI
OD0003758,Zomato,06-11-2025,21:45,Delhi NCR,West Delhi,Delhi Spice Hub,Street Food,223,7.39,15,67,64,-3,On-time,High,Clear,Medium,3.8,No,Card
OD0003759,Swiggy,10-04-2025,19:40,Mumbai,Andheri,Mumbai Spice Hub,Street Food,156,7.65,17,58,54,-4,On-time,Medium,Clear,High,3.7,No,Card
OD0003760,Swiggy,19-04-2025,20:20,Bengaluru,HSR Layout,Bengaluru Express,South Indian,503,9.27,17,77,103,26,Late,High,Clear,High,2.4,No,UPI
OD0003761,Swiggy,09-12-2025,19:00,Bengaluru,Malleshwaram,Bengaluru Cafe,Biryani,322,8.22,24,67,65,-2,On-time,Low,Clear,Low,4.5,No,Card
OD0003762,Zomato,22-06-2025,20:50,Bengaluru,Koramangala,Bengaluru Treats,Pizza,454,6.06,22,50,50,0,On-time,Low,Clear,Medium,4.5,No,Cash
OD0003763,Swiggy,25-08-2025,15:20,Pune,Hadapsar,Pune Cafe,Cafe,351,2,18,41,38,-3,On-time,High,Cloudy,Medium,4.6,No,UPI
OD0003764,Swiggy,11-06-2025,20:00,Delhi NCR,Noida,Delhi Treats,Desserts,290,6.4,11,51,53,2,On-time,Medium,Clear,Low,3.9,Yes,Wallet
OD0003765,Swiggy,04-08-2025,08:15,Bengaluru,Electronic City,Bengaluru Spice Hub,Pizza,481,1.64,22,36,36,0,On-time,Medium,Clear,Medium,4.5,No,Card
OD0003766,Swiggy,21-09-2025,22:50,Ahmedabad,Navrangpura,Ahmedabad Spice Hub,Burger,218,5.46,12,49,53,4,On-time,Medium,Rainy,High,3.9,No,UPI
OD0003767,Zomato,20-09-2025,19:40,Delhi NCR,East Delhi,Delhi Grill House,Cafe,331,1.82,14,23,25,2,On-time,Low,Clear,Medium,4.3,No,Cash
OD0003768,Zomato,19-10-2025,22:30,Lucknow,Aliganj,Lucknow Spice Hub,Biryani,457,8.68,21,71,73,2,On-time,Medium,Cloudy,High,3.7,No,UPI
OD0003769,Swiggy,01-10-2025,22:55,Lucknow,Charbagh,Lucknow Express,South Indian,326,5.57,13,45,50,5,On-time,Medium,Cloudy,High,4.2,No,UPI
OD0003770,Zomato,03-01-2025,13:05,Delhi NCR,West Delhi,Delhi Tandoor,Pizza,288,4.39,19,43,47,4,On-time,Low,Clear,Low,4,No,UPI
OD0003771,Swiggy,28-01-2025,14:25,Mumbai,Powai,Mumbai Tandoor,Desserts,99,3.9,7,29,34,5,On-time,Medium,Clear,Medium,4.4,No,Cash
OD0003772,Swiggy,22-11-2025,15:00,Bengaluru,Indiranagar,Bengaluru Tandoor,Biryani,377,4.73,17,50,48,-2,On-time,Medium,Clear,Low,4.5,No,UPI
OD0003773,Zomato,29-05-2025,12:45,Pune,Hadapsar,Pune Spice Hub,North Indian,196,3.35,16,47,50,3,On-time,High,Clear,Low,4.1,No,UPI
OD0003774,Swiggy,28-01-2025,15:55,Chennai,Velachery,Chennai Tandoor,Healthy,325,4.14,14,33,26,-7,On-time,Low,Clear,Medium,4,No,UPI
OD0003775,Zomato,06-11-2025,19:00,Kolkata,New Town,Kolkata Tandoor,Pizza,537,0.8,19,30,19,-11,On-time,Medium,Clear,Low,4.3,No,UPI
OD0003776,Swiggy,06-03-2025,15:00,Pune,Hinjewadi,Pune Grill House,Street Food,228,2.96,9,33,28,-5,On-time,High,Cloudy,Medium,4.4,No,Card
OD0003777,Zomato,22-12-2025,13:35,Delhi NCR,West Delhi,Delhi Express,South Indian,167,2.48,15,25,14,-11,On-time,Low,Clear,High,4.3,No,UPI
OD0003778,Zomato,21-01-2025,12:25,Ahmedabad,Vastrapur,Ahmedabad Tandoor,Chinese,187,5.84,14,65,67,2,On-time,High,Foggy,Medium,4.1,No,UPI
OD0003779,Zomato,09-09-2025,13:20,Kolkata,Ballygunge,Kolkata Express,Street Food,305,4.87,8,30,31,1,On-time,Low,Cloudy,High,4.5,No,Cash
OD0003780,Swiggy,23-08-2025,15:35,Chennai,T Nagar,Chennai Bites,Street Food,200,6.53,10,52,43,-9,On-time,High,Clear,High,4.2,No,Card
OD0003781,Zomato,15-08-2025,19:05,Jaipur,Mansarovar,Jaipur Spice Hub,Pizza,515,3.96,21,44,52,8,Late,Medium,Clear,High,4.1,No,Cash
OD0003782,Zomato,13-01-2025,13:35,Kolkata,Garia,Kolkata Kitchen,Biryani,352,5.03,16,57,58,1,On-time,High,Cloudy,Medium,4.4,No,UPI
OD0003783,Zomato,09-11-2025,21:15,Mumbai,Bandra,Mumbai Wok,Cafe,99,0.8,11,15,12,-3,On-time,Low,Clear,Medium,4.5,No,Card
OD0003784,Zomato,18-02-2025,14:25,Bengaluru,Indiranagar,Bengaluru Wok,Cafe,436,6.62,9,46,53,7,Late,Medium,Cloudy,High,4.3,No,Card
OD0003785,Swiggy,28-04-2025,21:50,Hyderabad,Secunderabad,Hyderabad Express,Healthy,323,7.33,12,54,50,-4,On-time,Medium,Clear,Medium,4.1,No,UPI
OD0003786,Zomato,23-02-2025,14:25,Delhi NCR,Central Delhi,Delhi Spice Hub,South Indian,175,6.1,20,67,88,21,Late,Medium,Rainy,Medium,2.6,Yes,Cash
OD0003787,Swiggy,18-05-2025,19:00,Lucknow,Gomti Nagar,Lucknow Kitchen,Pizza,497,3.04,18,32,34,2,On-time,Low,Cloudy,High,4.6,No,UPI
OD0003788,Zomato,22-02-2025,15:55,Delhi NCR,South Delhi,Delhi Kitchen,Healthy,444,5.91,10,47,40,-7,On-time,Medium,Clear,Low,4.4,No,UPI
OD0003789,Swiggy,13-02-2025,23:20,Kolkata,Howrah,Kolkata Grill House,Healthy,476,5.15,14,53,61,8,Late,Medium,Rainy,Medium,3.9,No,UPI
OD0003790,Zomato,30-10-2025,13:40,Hyderabad,Madhapur,Hyderabad Wok,Desserts,189,0.88,13,22,37,15,Late,Medium,Clear,Low,4.2,No,UPI
OD0003791,Swiggy,22-02-2025,13:05,Delhi NCR,Noida,Delhi Grill House,Biryani,219,7.28,21,61,55,-6,On-time,Medium,Clear,High,4,No,Card
OD0003792,Zomato,15-03-2025,13:00,Jaipur,Malviya Nagar,Jaipur Delight,Chinese,359,2.67,21,39,66,27,Late,Low,Cloudy,Low,2.8,No,UPI
OD0003793,Swiggy,15-02-2025,22:50,Ahmedabad,Satellite,Ahmedabad Bites,Healthy,376,5.95,7,51,53,2,On-time,Medium,Rainy,Low,4.6,No,Card
OD0003794,Swiggy,13-01-2025,19:00,Hyderabad,Banjara Hills,Hyderabad Cafe,Healthy,262,4.86,17,47,48,1,On-time,Medium,Clear,Medium,4.2,No,UPI
OD0003795,Swiggy,14-06-2025,19:20,Mumbai,Navi Mumbai,Mumbai Delight,Street Food,155,7.5,13,60,72,12,Late,Low,Rainy,Low,3.4,No,UPI
OD0003796,Swiggy,12-04-2025,15:20,Delhi NCR,West Delhi,Delhi Cafe,Pizza,370,3.07,16,31,32,1,On-time,Low,Clear,Medium,4.4,Yes,UPI
OD0003797,Swiggy,07-10-2025,19:00,Bengaluru,Whitefield,Bengaluru Wok,Chinese,346,3.79,13,29,32,3,On-time,Low,Clear,High,4.5,No,UPI
OD0003798,Swiggy,15-09-2025,15:35,Mumbai,Navi Mumbai,Mumbai Cafe,Pizza,439,6.18,18,59,65,6,Late,Medium,Clear,Low,3.8,No,Card
OD0003799,Zomato,03-12-2025,15:30,Hyderabad,Banjara Hills,Hyderabad Treats,Biryani,417,3.61,23,50,71,21,Late,Medium,Cloudy,Medium,3.3,No,Cash
OD0003800,Zomato,22-12-2025,13:15,Lucknow,Hazratganj,Lucknow Delight,Healthy,215,7.65,16,57,53,-4,On-time,Medium,Clear,High,4.4,No,UPI
OD0003801,Zomato,18-05-2025,15:40,Chennai,OMR,Chennai Wok,South Indian,311,3.29,15,40,39,-1,On-time,High,Clear,High,4.5,No,UPI
OD0003802,Zomato,12-06-2025,14:00,Jaipur,Mansarovar,Jaipur Tandoor,Healthy,352,5.98,13,55,57,2,On-time,Medium,Foggy,Medium,4.3,No,UPI
OD0003803,Swiggy,21-04-2025,21:00,Kolkata,Howrah,Kolkata Wok,Street Food,394,4.79,15,51,46,-5,On-time,High,Clear,Medium,4.5,No,Card
OD0003804,Swiggy,12-04-2025,18:20,Hyderabad,Hitech City,Hyderabad Wok,Burger,215,3.49,13,37,43,6,Late,Medium,Clear,Low,3.9,No,UPI
OD0003805,Zomato,17-01-2025,20:00,Ahmedabad,Navrangpura,Ahmedabad Grill House,Biryani,336,7.43,24,59,73,14,Late,Low,Clear,Medium,3.4,Yes,UPI
OD0003806,Swiggy,25-09-2025,15:30,Hyderabad,Madhapur,Hyderabad Spice Hub,Chinese,357,2.69,19,44,38,-6,On-time,High,Clear,Medium,4.1,No,UPI
OD0003807,Zomato,01-07-2025,19:05,Ahmedabad,Bopal,Ahmedabad Bites,Street Food,216,5.86,9,49,48,-1,On-time,High,Clear,Medium,4.6,No,UPI
OD0003808,Swiggy,24-01-2025,21:40,Mumbai,Andheri,Mumbai Grill House,Pizza,169,0.8,24,36,30,-6,On-time,Medium,Cloudy,Medium,4.3,No,UPI
OD0003809,Swiggy,29-01-2025,21:10,Delhi NCR,Gurgaon,Delhi Tandoor,Burger,191,5.45,12,46,44,-2,On-time,Medium,Cloudy,Medium,4.4,No,UPI
OD0003810,Swiggy,20-06-2025,22:55,Ahmedabad,Vastrapur,Ahmedabad Express,North Indian,364,7.24,19,80,68,-12,On-time,High,Rainy,Medium,4.1,No,UPI
OD0003811,Swiggy,16-08-2025,15:10,Chennai,Anna Nagar,Chennai Treats,North Indian,264,4.5,18,50,55,5,On-time,Medium,Clear,Low,3.9,No,UPI
OD0003812,Zomato,07-07-2025,16:50,Jaipur,Tonk Road,Jaipur Wok,Street Food,226,5.22,7,50,47,-3,On-time,High,Rainy,Medium,4.3,No,UPI
OD0003813,Swiggy,12-12-2025,10:15,Jaipur,Tonk Road,Jaipur Cafe,Chinese,434,8.21,13,53,47,-6,On-time,Low,Cloudy,Medium,4.1,No,UPI
OD0003814,Zomato,18-08-2025,21:25,Delhi NCR,East Delhi,Delhi Express,South Indian,147,6.91,24,60,59,-1,On-time,Low,Clear,Low,4.1,No,UPI
OD0003815,Zomato,17-11-2025,19:45,Hyderabad,Banjara Hills,Hyderabad Wok,North Indian,357,0.8,19,25,32,7,Late,Low,Clear,Low,4.1,No,UPI
OD0003816,Swiggy,06-12-2025,14:50,Bengaluru,Electronic City,Bengaluru Treats,Healthy,262,3.71,17,38,42,4,On-time,Medium,Clear,High,4.4,No,Card
OD0003817,Zomato,29-04-2025,12:05,Chennai,T Nagar,Chennai Grill House,North Indian,371,4.23,20,55,66,11,Late,High,Clear,Medium,3.5,Yes,Cash
OD0003818,Swiggy,05-06-2025,14:20,Pune,Viman Nagar,Pune Tandoor,Street Food,432,5.42,12,49,41,-8,On-time,Medium,Cloudy,Low,4.8,No,Card
OD0003819,Swiggy,29-09-2025,22:35,Mumbai,Andheri,Mumbai Tandoor,Healthy,202,4.67,13,46,38,-8,On-time,Medium,Cloudy,Low,4,No,UPI
OD0003820,Zomato,24-06-2025,12:35,Chennai,Tambaram,Chennai Bites,Pizza,217,3.75,25,48,46,-2,On-time,Medium,Clear,High,4.7,No,Card
OD0003821,Zomato,14-04-2025,14:35,Kolkata,New Town,Kolkata Delight,Biryani,198,3.62,22,39,49,10,Late,Low,Clear,Medium,3.7,No,UPI
OD0003822,Zomato,02-04-2025,20:30,Delhi NCR,Noida,Delhi Treats,Healthy,507,1.92,11,28,33,5,On-time,High,Cloudy,High,3.9,No,UPI
OD0003823,Swiggy,05-07-2025,12:20,Ahmedabad,Maninagar,Ahmedabad Cafe,Healthy,188,2.78,15,33,58,25,Late,Medium,Clear,Medium,3.1,No,UPI
OD0003824,Swiggy,10-10-2025,18:05,Chennai,Tambaram,Chennai Treats,Healthy,287,6.48,8,55,49,-6,On-time,High,Clear,Low,4.5,No,UPI
OD0003825,Zomato,30-06-2025,14:20,Lucknow,Charbagh,Lucknow Spice Hub,Chinese,371,2.7,18,43,41,-2,On-time,Medium,Rainy,Medium,4,No,UPI
OD0003826,Zomato,19-06-2025,15:10,Bengaluru,HSR Layout,Bengaluru Wok,Healthy,374,3.2,15,42,40,-2,On-time,Medium,Rainy,Medium,4.3,No,UPI
OD0003827,Zomato,06-07-2025,13:10,Delhi NCR,Gurgaon,Delhi Express,North Indian,279,1.88,14,34,36,2,On-time,High,Clear,Low,4.4,No,UPI
OD0003828,Swiggy,24-06-2025,09:15,Hyderabad,Secunderabad,Hyderabad Cafe,Biryani,376,5.57,26,60,65,5,On-time,Low,Foggy,Medium,3.9,No,Wallet
OD0003829,Zomato,10-08-2025,12:10,Delhi NCR,Noida,Delhi Spice Hub,Pizza,491,6.72,15,43,43,0,On-time,Low,Clear,High,4.3,No,Cash
OD0003830,Zomato,21-08-2025,22:45,Lucknow,Aliganj,Lucknow Bites,Burger,230,7.13,11,51,62,11,Late,Medium,Clear,Medium,3.9,No,Wallet
OD0003831,Swiggy,11-06-2025,13:00,Delhi NCR,South Delhi,Delhi Spice Hub,Pizza,391,4.02,21,45,41,-4,On-time,Medium,Clear,High,4.6,No,UPI
OD0003832,Swiggy,14-05-2025,16:20,Pune,Hinjewadi,Pune Express,Pizza,453,4.67,27,69,73,4,On-time,Medium,Rainy,Medium,3.8,No,Cash
